party_key,encounter_key,battle_format,party_size,level_floor,level_cap,shared_party_policy,sharing_reason,ai_profile_key,trainer_item_keys,gimmick_key,runtime_status,notes
PARTY_TOHOKU_REF_0035,ENC_TOHOKU_REF_0035,SINGLE,3,4,8,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_0036,ENC_TOHOKU_REF_0036,SINGLE,3,4,8,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_0039,ENC_TOHOKU_REF_0039,SINGLE,3,5,9,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_0040,ENC_TOHOKU_REF_0040,SINGLE,3,5,9,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_0155,ENC_TOHOKU_REF_0155,SINGLE,3,4,8,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_0156,ENC_TOHOKU_REF_0156,SINGLE,3,4,8,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_0184,ENC_TOHOKU_REF_0184,SINGLE,3,5,9,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_0185,ENC_TOHOKU_REF_0185,SINGLE,3,5,9,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_0440,ENC_TOHOKU_REF_0440,SINGLE,1,5,5,UNIQUE_INSTANCE,NONE,AI_BASIC,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_0441,ENC_TOHOKU_REF_0441,SINGLE,1,5,5,UNIQUE_INSTANCE,NONE,AI_BASIC,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_0442,ENC_TOHOKU_REF_0442,SINGLE,1,5,5,UNIQUE_INSTANCE,NONE,AI_BASIC,[],NONE_CURRENT_ABI,DESIGN_COMPLETE_PHYSICAL_AUDIT_REQUIRED,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_1004,ENC_TOHOKU_REF_1004,DOUBLE,4,3,7,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_1005,ENC_TOHOKU_REF_1005,DOUBLE,4,3,7,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_1076,ENC_TOHOKU_REF_1076,SINGLE,3,4,8,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_1077,ENC_TOHOKU_REF_1077,SINGLE,3,4,8,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_1082,ENC_TOHOKU_REF_1082,SINGLE,3,3,7,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_1083,ENC_TOHOKU_REF_1083,SINGLE,3,3,7,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_1084,ENC_TOHOKU_REF_1084,SINGLE,3,4,8,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_1085,ENC_TOHOKU_REF_1085,SINGLE,3,4,8,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_1086,ENC_TOHOKU_REF_1086,SINGLE,3,4,8,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_1087,ENC_TOHOKU_REF_1087,SINGLE,3,4,8,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_1090,ENC_TOHOKU_REF_1090,SINGLE,3,4,8,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_1091,ENC_TOHOKU_REF_1091,SINGLE,3,4,8,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_1097,ENC_TOHOKU_REF_1097,SINGLE,3,4,8,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
PARTY_TOHOKU_REF_1098,ENC_TOHOKU_REF_1098,SINGLE,3,4,8,UNIQUE_INSTANCE,NONE,AI_SEMI_SMART,[],NONE_CURRENT_ABI,READY_TO_SERIALIZE,Party tactics use only current live ABI fields.
