party_key,slot,species_key,form_key,level,held_item_key,move1_key,move2_key,move3_key,move4_key,iv_floor,ability_key,nature_key,hp_ev,atk_ev,def_ev,spa_ev,spd_ev,spe_ev,tactical_role,lead_or_ace,field_runtime_status,legality_evidence,phase_fairness_evidence,notes
PARTY_TOHOKU_REF_0035,1,SPECIES_KEY_PAWMI,NONE,4,ITEM_KEY_VEGA_139,MOVE_KEY_THUNDERSHOCK,MOVE_KEY_SCRATCH,MOVE_KEY_TAILWHIP,MOVE_KEY_NONE,9,ABILITY_KEY_STATIC,NATURE_JOLLY,0,0,0,0,0,0,麻痺入門,LEAD,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_LASS::2; keys validated against supplied manifests,source level 6; target 6; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0035,2,SPECIES_KEY_FIDOUGH,NONE,6,ITEM_KEY_NONE,MOVE_KEY_TACKLE,MOVE_KEY_GROWL,MOVE_KEY_LICK,MOVE_KEY_NONE,8,ABILITY_KEY_OWNTEMPO,NATURE_IMPISH,0,0,0,0,0,0,耐久入門,CORE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_LASS::1; keys validated against supplied manifests,source level 5; target 6; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0035,3,SPECIES_KEY_VEGA_004,NONE,8,ITEM_KEY_NONE,MOVE_KEY_TACKLE,MOVE_KEY_LEER,MOVE_KEY_NONE,MOVE_KEY_NONE,8,ABILITY_KEY_BLAZE,NATURE_HARDY,0,0,0,0,0,0,御三家の基本対面,ACE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::RIVAL01_PLAYER_LEEPUN::1; keys validated against supplied manifests,source level 5; target 6; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0036,1,SPECIES_KEY_PAWMI,NONE,4,ITEM_KEY_VEGA_139,MOVE_KEY_THUNDERSHOCK,MOVE_KEY_SCRATCH,MOVE_KEY_TAILWHIP,MOVE_KEY_NONE,9,ABILITY_KEY_STATIC,NATURE_JOLLY,0,0,0,0,0,0,麻痺入門,LEAD,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_LASS::2; keys validated against supplied manifests,source level 6; target 6; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0036,2,SPECIES_KEY_FIDOUGH,NONE,6,ITEM_KEY_NONE,MOVE_KEY_TACKLE,MOVE_KEY_GROWL,MOVE_KEY_LICK,MOVE_KEY_NONE,8,ABILITY_KEY_OWNTEMPO,NATURE_IMPISH,0,0,0,0,0,0,耐久入門,CORE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_LASS::1; keys validated against supplied manifests,source level 5; target 6; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0036,3,SPECIES_KEY_VEGA_007,NONE,8,ITEM_KEY_NONE,MOVE_KEY_POUND,MOVE_KEY_GROWL,MOVE_KEY_NONE,MOVE_KEY_NONE,8,ABILITY_KEY_TORRENT,NATURE_HARDY,0,0,0,0,0,0,御三家の基本対面,ACE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::RIVAL01_PLAYER_FAMER::1; keys validated against supplied manifests,source level 5; target 6; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0039,1,SPECIES_KEY_PAWMI,NONE,5,ITEM_KEY_VEGA_139,MOVE_KEY_THUNDERSHOCK,MOVE_KEY_SCRATCH,MOVE_KEY_TAILWHIP,MOVE_KEY_NONE,9,ABILITY_KEY_STATIC,NATURE_JOLLY,0,0,0,0,0,0,麻痺入門,LEAD,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_LASS::2; keys validated against supplied manifests,source level 6; target 7; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0039,2,SPECIES_KEY_FIDOUGH,NONE,7,ITEM_KEY_NONE,MOVE_KEY_TACKLE,MOVE_KEY_GROWL,MOVE_KEY_LICK,MOVE_KEY_NONE,8,ABILITY_KEY_OWNTEMPO,NATURE_IMPISH,0,0,0,0,0,0,耐久入門,CORE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_LASS::1; keys validated against supplied manifests,source level 5; target 7; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0039,3,SPECIES_KEY_PIDGEY,NONE,9,ITEM_KEY_NONE,MOVE_KEY_TACKLE,MOVE_KEY_GUST,MOVE_KEY_SANDATTACK,MOVE_KEY_NONE,8,ABILITY_KEY_KEENEYE,NATURE_JOLLY,0,0,0,0,0,0,タイプ一致入門,ACE,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_YOUNGSTER::2; keys validated against supplied manifests,source level 6; target 7; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
PARTY_TOHOKU_REF_0040,1,SPECIES_KEY_PAWMI,NONE,5,ITEM_KEY_VEGA_139,MOVE_KEY_THUNDERSHOCK,MOVE_KEY_SCRATCH,MOVE_KEY_TAILWHIP,MOVE_KEY_NONE,9,ABILITY_KEY_STATIC,NATURE_JOLLY,0,0,0,0,0,0,麻痺入門,LEAD,species|form|level|held_item|moves|iv_floor=LIVE_CURRENT_ABI;ability|nature|ev_spread=CATALOG_ONLY,resolved source loadout V4::TPL_S1_LASS::2; keys validated against supplied manifests,source level 6; target 7; bounded phase filter; TOHOKU_PROLOGUE_PRE_GYM1,ability/nature are catalog-only under current trainer ABI
